title_name,title_english,url,score_label,description,episodes,aired,premiered,genres
Xian Wang de Richang Shenghuo,The Daily Life of the Immortal King,https://myanimelist.net/anime/41094/Xian_Wang_de_Richang_Shenghuo,7.33,"Wang Ling is a high school student with a cool and carefree demeanor. Coming off as someone with a very low spiritual force, he actually possesses a power capable of destroying the world at a moment's notice. To mitigate the volatile force within him, his parents have resorted to using an amulet as a temporary solution. However, the amulet weakens over time and Wang Ling's emotions also accelerate its deterioration. Now with the amulet on the verge of breaking, Wang Ling and his father race against time in order to fix it.

[Written by MAL Rewrite]",15,"Jan 18, 2020 to Mar 28, 2020",,"['Adventure', 'Comedy', 'Fantasy', 'Mythology', 'School']"
Xian Wang de Richang Shenghuo 3,The Daily Life of the Immortal King 3,https://myanimelist.net/anime/50404/Xian_Wang_de_Richang_Shenghuo_3,7.33,Third season of Xian Wang de Richang Shenghuo.,12,"Sep 30, 2022 to Dec 11, 2022",,"['Adventure', 'Comedy', 'Fantasy', 'School']"
Yeon-ae Halujeon 2,A Day Before Us 2,https://myanimelist.net/anime/42629/Yeon-ae_Halujeon_2,7.33,Second season of A Day Before Us.,15,"Mar 30, 2018 to Jul 6, 2018",,"['Romance', 'Slice of Life']"
Yokoyama Mitsuteru Sangokushi,,https://myanimelist.net/anime/970/Yokoyama_Mitsuteru_Sangokushi,7.33,"Around 1800 years ago in China, the ruling power of the Han dynasty became weakened and the flames of war spread throughout the land. 

Liu Bei was a young, poor straw-mat seller from the countryside of Hebai Hsing. After pledging eternal brotherhood with the two heroes, Guan Yu and Zhang Fei, Liu began building his idea of a righteous kingdom that would aid citizens who suffered from persecution. 

(Source: AniDB)",47,"Oct 18, 1991 to Sep 25, 1992",Fall 1991,"['Action', 'Adventure', 'Historical']"
Kaitou Joker 4th Season,JOKER 4th Season,https://myanimelist.net/anime/33490/Kaitou_Joker_4th_Season,7.33,"Fourth season in the Kaitou Joker anime series.

The thief Mysterious Joker doesn't just steal things. An audacious and elusive miracle-maker, he travels the world searching for treasure with his partner and cook Hachi. As they circle the globe, they must avoid traps set by the police and compete in various competitions to reach their final goal, the Timeslip Treasure.

(Source: ANN)",13,"Oct 3, 2016 to Dec 26, 2016",Fall 2016,"['Adventure', 'Comedy', 'Mystery', 'Kids']"
Katekyou Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,,https://myanimelist.net/anime/9023/Katekyou_Hitman_Reborn__Mr_Rebokku_no_Ciao_Ciao_Interview,7.33,"KHR: Mr. Rebokku no Ciao Ciao Interview is set of 3 DVD specials in which, Reborn, dressed as host interviews various characters selected by a wheel.

Episode #1
Features Reborn as Host, and Tsunayoshi, Gokudera and Xanxus as guests.

Episode #2
Features Reborn as Host, and Hibari, Belphegor and Dino as guests.

Episode #3
Features Reborn as Host, and, differently than before, four characters which are Byakuran, Mukuro, Squalo and Yamamoto.

[Written by Katekyou Hitman Reborn! FC]",3,"Apr 7, 2010 to Jun 2, 2010",,['Comedy']
Kidou Senshi Gundam II: Ai Senshi-hen,Mobile Suit Gundam II: Soldiers of Sorrow,https://myanimelist.net/anime/1091/Kidou_Senshi_Gundam_II__Ai_Senshi-hen,7.33,"As the War continues, Amuro and the White Base crew must make their way toward the Earth Federation Headquarters, Jaburo. On their way they meet several new enemies and face off against impossible odds. They fight in Operation Odessa to relieve the Earth from the clutches of the Zeon forces.

Lives are lost, new friendships are made, and discoveries at every corner. Amuro soon learns that he possesses the powers of the mysterious Newtypes.

(Source: Otakufreakmk2)",1,"Jul 11, 1981",,"['Action', 'Drama', 'Sci-Fi', 'Mecha', 'Military', 'Space']"
Koori Zokusei Danshi to Cool na Douryou Joshi,The Ice Guy and His Cool Female Colleague,https://myanimelist.net/anime/52173/Koori_Zokusei_Danshi_to_Cool_na_Douryou_Joshi,7.33,"Kind-hearted Himuro-kun is unfortunate: when in deep concentration, stressed, or flustered, he involuntarily creates blizzard conditions for himself and anyone in his vicinity. During one such incident on the first day of his new job, Himuro-kun encounters the beautiful Fuyutsuki-san, who helps him break out of his nerve-induced ice. As it turns out, Fuyutsuki-san is his new coworker.

At the office, the cool-headed Fuyutsuki-san offers simple and rational solutions to Himuro-kun's icy dilemmas—everything from helping him garden without freezing his plants to ensuring he does not melt during their tropical work retreat. Every time Fuyutsuki-san does something kind for him, the tempest of emotions he experiences inside embarrassingly manifests on the outside.

As a result of the frequent snowstorms, Himuro-kun's feelings for Fuyutsuki-san are impossible to hide. Even though Fuyutsuki-san is unfamiliar with love, Himuro-kun remains determined to repay her kindness and warm her heart in any way he can.

[Written by MAL Rewrite]",12,"Jan 4, 2023 to Mar 22, 2023",Winter 2023,"['Comedy', 'Fantasy', 'Romance', 'Adult Cast', 'Mythology', 'Workplace']"
Kure-nai,Kurenai,https://myanimelist.net/anime/3358/Kure-nai,7.33,"Shinkurou Kurenai is a 16-year-old student by day and a dispute mediator by night. Though kind-hearted and patient, due to his tragic past, he has trained for years to live on. Now, despite his unimposing appearance, he is a strong martial artist, who also possesses a strange power.

While taking various jobs for his employer, Benika Juuzawa, one assignment leads Shinkurou to live with Murasaki Kuhouin as her bodyguard. Murasaki is the seven-year-old daughter of a plutocratic family, who escaped her home under peculiar circumstances with Benika's help. Commoner life, in her eyes, seems bizarre. However, by interacting with her neighbors, she grows more accustomed to the daily routine, and rids herself of her snobbish behavior, gradually growing attached to Shinkurou.

Though many details of the job remain unclear, Shinkurou still strives to protect the young lady. But to make things more complicated, he also lacks a crucial fact—what is the real threat against Murasaki?

[Written by MAL Rewrite]",12,"Apr 4, 2008 to Jun 20, 2008",Spring 2008,"['Comedy', 'Drama', 'Childcare']"
Luo Xiao Hei Zhan Ji,The Legend of Luoxiaohei,https://myanimelist.net/anime/33443/Luo_Xiao_Hei_Zhan_Ji,7.33,"The story begins on a rainy night, when a homeless little black cat is brought home by a young girl Luo Xiaobai. She names the cat Luo Xiao Hei. However, Luo Xiao Hei is no ordinary cat: he is a supernatural entity that hosts several small creatures called Heixiu. As Luo Xiao Hei new life soon threatened by the mysterious Diting, who commands three winged wolves.

(Source: asiatvforum.com, edited)",28,"Mar 17, 2011 to Aug 27, 2019",,"['Comedy', 'Supernatural']"
