title_name,title_english,url,score_label,description,episodes,aired,premiered,genres
Yowamushi Pedal: Glory Line,,https://myanimelist.net/anime/35789/Yowamushi_Pedal__Glory_Line,7.58,Fourth season of the Yowamushi Pedal series.,25,"Jan 9, 2018 to Jun 26, 2018",Winter 2018,"['Sports', 'Racing', 'Shounen']"
Yume-iro Pâtissière SP Professional,,https://myanimelist.net/anime/9441/Yume-iro_Pâtissière_SP_Professional,7.58,"Upon her return to Japan after a two year study break in Paris, Ichigo Amano is met with news of Team Ichigo's separation, as each of the Sweets Princes takes a different path toward their dream. Now in her first year of high school, Henri Lucas has a project in store for her, enlisting the help of Ichigo, Makoto Kashino, and new members Lemon Yamagishi and Johnny McBeal to give rise to a new Team Ichigo. As the four work together on this project, Ichigo and Makoto continue to grow closer, though Johnny and the unrelenting Miya Koshiro will not idly sit by; with Johnny's eye on Ichigo and Miya still after Makoto, it definitely seems like love won't come easily.

With Ichigo's time at St. Marie Academy, she is now ever closer to her dream of starting her very own pâtisserie. However, she will soon realize that it takes more than just making delicious sweets to open up a shop.

[Written by MAL Rewrite]",13,"Oct 3, 2010 to Dec 26, 2010",Fall 2010,"['Gourmet', 'Slice of Life', 'Shoujo']"
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA,Kaguya-sama: Love is War OVA,https://myanimelist.net/anime/43609/Kaguya-sama_wa_Kokurasetai_Tensai-tachi_no_Renai_Zunousen_OVA,7.58,"What do Shuchiin Academy's model students do outside of their student council duties? After a visit to the swimming pool, Kaguya Shinomiya and Chika Fujiwara take to the showers to wash themselves off. When Chika accidentally drops a bar of soap, the two find themselves in a rather slippery mishap. 

Meanwhile, Miyuki Shirogane and Yuu Ishigami examine a discarded pornographic magazine—its content bearing an uncanny resemblance to the other student council members. Later on, an intense fried rice cook-off commences as Chika and Miko Iino seek to crown a master chef amongst the council. 

These eccentric activities reveal a side of the student council that has never been seen before!

[Written by MAL Rewrite]",1,"May 19, 2021",,"['Comedy', 'Ecchi', 'Romantic Subtext', 'School', 'Seinen']"
Kidou Butouden G Gundam,Mobile Fighter G Gundam,https://myanimelist.net/anime/96/Kidou_Butouden_G_Gundam,7.58,"In the year Future Century 0060, the many countries that once comprised Earth's surface exist as separate colonies floating in space. Their home planet now uninhabitable, the ruler of all of the colonies is decided by their unanimous participation in the intergalactic Gundam Fight Tournament—a series of battles between the champions of each colony to determine who is most fit to reign over them all.

Neo-Japan's champion is Domon Kasshu, a man who accepts the role with some ulterior motives. Domon searches the galaxy for his brother, a criminal who allegedly murdered their mother and made off with the Devil Gundam, a highly advanced weapon with the power to unleash mass destruction across the galaxy. In his quest to bring his sibling to justice, Domon travels from colony to colony, meeting many of the fighters who will become his allies and enemies in the forthcoming Gundam Fight Tournament.

Armed with the strength of the Shining Gundam, Domon battles to uncover the truth behind his tortured childhood, suffering great betrayal and crushing blows on his quest toward personal and national triumph.

[Written by MAL Rewrite]",49,"Apr 1, 1994 to Mar 31, 1995",Spring 1994,"['Action', 'Drama', 'Romance', 'Sci-Fi', 'Martial Arts', 'Mecha', 'Space']"
Love Live! Sunshine!! 2nd Season,Love Live! Sunshine!! Season 2,https://myanimelist.net/anime/34973/Love_Live_Sunshine_2nd_Season,7.58,"Having decided to walk down a path separate from their inspirations as idols, the girls of Aqours are more determined than ever to shine brilliantly as school idols. With their previous performance marginally increasing the number of prospective students for their endangered school, they look to carry the momentum of their small step forward into the school's upcoming open house and the next Love Live competition. Hoping to use these events to bring more attention to their school, the nine girls look to give their best performances yet.

Unfortunately, these small steps forward are not enough to convince Mari Ohara's father from changing his plans. Undeterred by Mari's pleas for reconsideration, the decision to close down the school is made official, putting an end to Uranohoshi Girls' High School's student recruitment, including the open house. Though all hope seems to be lost, the school idols refuse to give up. Faced with impossible odds, Aqours sings, dances, and shines in the hopes of bringing about a miracle.

[Written by MAL Rewrite]",13,"Oct 7, 2017 to Dec 30, 2017",Fall 2017,"['Slice of Life', 'Idols (Female)', 'Music', 'School']"
Majo Minarai wo Sagashite,Looking for Magical Doremi,https://myanimelist.net/anime/39585/Majo_Minarai_wo_Sagashite,7.58,"27-year-old Tokyo office worker Mire Yoshizuki just returned to Japan, while 22-year-old fourth-year college student Sora Nagase aspires to be a teacher, and 20-year-old boyish Reika Kawatani is a part-time Hiroshima okonomiyaki shop worker and freelancer. What draws together these three women from completely different walks of life is a magic gem. A ""New Magical Story"" begins when they are mysteriously brought together by chance and embark on a journey.

(Source: ANN)",1,"Nov 13, 2020",,"['Award Winning', 'Comedy', 'Drama']"
Momo e no Tegami,A Letter to Momo,https://myanimelist.net/anime/10389/Momo_e_no_Tegami,7.58,"After the unexpected death of her father, 11-year-old Momo Miyaura leaves Tokyo with her mother and moves to an old remote island in Seto Inland Sea. The only memento she has from her father is an unfinished letter with only two words inside: ""Dear Momo""—along with her heart's unrest from it.

In the new and unfamiliar small town, Momo reluctantly tries to adjust to the outmoded wooden buildings, silent crop fields, and mysterious isolated shrines. One day, while exploring the attic of her new home, she finds a worn out picture book about youkai. Following this discovery, strange things begin to happen around town, and Momo is greeted by the arrival of three troublesome youkai.

Momo e no Tegami tells the story of a young girl as she struggles to adapt to her bizarre new life and ultimately come to terms with her father's mysterious letter.

[Written by MAL Rewrite]",1,"Apr 21, 2012",,"['Award Winning', 'Drama', 'Supernatural']"
Ongaku,On-Gaku: Our Sound,https://myanimelist.net/anime/40331/Ongaku,7.58,"Kenji, Asakura, and Oota are an apathetic trio of school friends, notorious for often beating up fellow delinquents without reason. Tired of the mundane fights that once provided the group with temporary adrenaline, Kenji looks for an alternative source by starting a band on a whim. Enlisting the rest of his gang, he picks up the bass, with Oota on the guitar and Asakura on the drums. Despite having no prior experience playing musical instruments, their first session far exceeds their expectations.

Ongaku is the raw depiction of three teenage boys from the moment they discover the beauty of making music to their first live performance that turns a simple cure for boredom into a fiery expression of passion.

[Written by MAL Rewrite]",1,"Jan 11, 2020",,"['Award Winning', 'Slice of Life', 'Music']"
Ranma ½: Yomigaeru Kioku,Ranma 1/2 Special: Reawakening Memories,https://myanimelist.net/anime/1008/Ranma_½__Yomigaeru_Kioku,7.58,"""Reawakening Memories"" deals with Akane suddenly remembering a trip to Ryugenzawa when she was a small child. While there she was saved from a giant platypus by Shinnosuke. Akane travels back to Ryogenzawa and once again meets Shinnosuke, who falls in love with her. Akane blames herself for Shinnosuke`s life-threatening injuries, and decides to stay and help out. This irritates Ranma, who thinks that Akane has fallen in love with Shinnosuke, and will do what it takes to get her back.",2,"Dec 16, 1994 to Feb 17, 1995",,"['Comedy', 'Drama', 'Romance', 'Magical Sex Shift', 'Shounen']"
Romeo x Juliet,,https://myanimelist.net/anime/1699/Romeo_x_Juliet,7.58,"On the floating continent of Neo Verona, the Montague family slaughters the entire Capulet family and seizes control of the kingdom. The true heir to the throne, Juliet Fiammata Asto Capulet, manages to escape the onslaught and is hidden away by loyalists for 14 years with hope that she may one day overthrow the cruel Montague regime. 

Despite having forgotten the murder of her entire family, Juliet now secretly protects the oppressed citizens of Neo Verona as a vigilante called the Red Whirlwind. During one of her escapades she meets Romeo Candorebanto Montague, the kind and selfless son of the tyrannical Prince Laertes Montague, and without knowledge of each other's background, they both fall in love at first sight. 

Unfortunately, however, their destiny is a cursed one: not only does each of the two families wish to obliterate the other, but an ancient secret hidden beneath Neo Verona also threatens their undying love for each other. Will they be able to defy the stars, or is this truly a love that can never be?

[Written by MAL Rewrite]",24,"Apr 5, 2007 to Sep 26, 2007",Spring 2007,"['Drama', 'Fantasy', 'Romance', 'Historical']"
