title_name,title_english,url,score_label,description,episodes,aired,premiered,genres
Kamonohashi Ron no Kindan Suiri,Ron Kamonohashi's Forbidden Deductions,https://myanimelist.net/anime/53879/Kamonohashi_Ron_no_Kindan_Suiri,7.44,"Ron Kamonohashi, the best student in the history of the elite Detective Training Academy BLUE, has been living as a recluse since BLUE expelled him five years ago. Moreover, he is forbidden to work as a detective, having barely escaped execution after getting involved in a murder case while he was still attending the school. Ron's situation changes drastically when police detective Totomaru Isshiki, following the advice of a senior colleague, seeks him out for help with a criminal case that has remained unsolved for months. Ron reluctantly agrees to help Totomaru and uses his phenomenal intuition to discover the culprit in less than a day. However, it appears that Ron suffers from a mysterious condition that can cause those around him to lose their lives. To Ron's great surprise, Totomaru manages to save the life of someone whom Ron put in jeopardy.

As the unlikely duo starts solving crimes one after another, BLUE sends operatives after its former student to find out if he has resumed investigative work. Fighting against murderers, rogue detectives, and the Metropolitan Police Department, Ron and Totomaru must join forces if they want to survive and see justice prevail.

[Written by MAL Rewrite]",13,"Oct 2, 2023 to Dec 25, 2023",Fall 2023,"['Comedy', 'Mystery', 'Adult Cast', 'Detective', 'Shounen']"
Kengan Ashura,,https://myanimelist.net/anime/36903/Kengan_Ashura,7.44,"Business deals are usually made through meetings and contracts; but in the world of Kengan Ashura, businesses resort to other means to make their decisions: by hiring gladiators. Yabako Sandrovich's Kengan Ashura depicts a world brimming with action, violence, and martial arts—one where powerful gladiators have fought in grand arenas since the Edo Period to settle the disputes of wealthy businesses and merchants.

Ouma Tokita, who is nicknamed ""The Ashura,"" is a fighter trying to prove himself as the strongest. Hideki Nogi, a member of the Nogi Group, hires Ouma to fight for him and makes Kazuo Yamashita, an average middle-aged man, his manager. The duo is thrown into fights facilitated by the Kengan Association. Their journey will be full of ruthless battles with other fighters aiming for the same goal. Do they have what it takes to be the best?

[Written by MAL Rewrite]",12,"Jul 31, 2019",,"['Action', 'Gore', 'Martial Arts']"
"Kumo no Mukou, Yakusoku no Basho",The Place Promised in Our Early Days,https://myanimelist.net/anime/433/Kumo_no_Mukou_Yakusoku_no_Basho,7.44,"Hiroki Fujisawa and Takuya Shirakawa harbor admiration for two things in their life: their classmate Sayuri Sawatari and the vast Ezo Tower that stands boundlessly across the Tsugaru Strait. Fascinated by the limitless structure beyond their reach, Hiroki and Takuya begin constructing an aeroplane from a fallen drone they discovered—naming it the Bella Ciela—to fulfill their dream of one day reaching the sky-scraping top of the tower. Later joined by the girl they love, Hiroki and Takuya promise Sayuri to fly with her to the seemingly otherworldly top together. However, Japan has suffered a North-South partitioning that has fueled conflict near the base of the tower, which marks the border between the America-controlled Southern islands and the Northern lands occupied by the Soviet Union.

Further along, Sayuri suddenly disappears, and Hiroki and Takuya never see her again. Unbeknownst to them, she fell victim to a sleeping disorder that left her comatose for the past three years. Although Hiroki and Takuya later learn about Sayuri's condition, they also discover that the girl's unconscious state is oddly linked to the same tower the trio had promised to conquer together.

[Written by MAL Rewrite]",1,"Nov 20, 2004",,"['Award Winning', 'Drama', 'Romance', 'Sci-Fi', 'Military']"
Kyuuketsuki Sugu Shinu 2,The Vampire Dies in No Time Season 2,https://myanimelist.net/anime/50287/Kyuuketsuki_Sugu_Shinu_2,7.44,Second season of Kyuuketsuki Sugu Shinu.,12,"Jan 9, 2023 to Mar 27, 2023",Winter 2023,"['Comedy', 'Supernatural', 'Adult Cast', 'Gag Humor', 'Vampire', 'Shounen']"
Mahou Shoujo Lyrical Nanoha: Reflection,Magical Girl Lyrical Nanoha Reflection,https://myanimelist.net/anime/17947/Mahou_Shoujo_Lyrical_Nanoha__Reflection,7.44,"The dying planet of Eltria is the only home of Kyrie Florian, her older sister Amitie, and her parents, who are scientists researching ways to save it. Unfortunately, the Florians must leave the planet behind to seek medical care for their father, who has contracted a lethal illness.

Even with treatment, the survival rate of Kyrie's father is minuscule. Refusing to give up on her father and Eltria, Kyrie goes against the wishes of her sister and runs away from home to the peaceful planet of Earth in search of a solution. There, Kyrie and her childhood friend, Iris, pursue Earth's magical protectors—Nanoha Takamachi, Fate Testarossa, and Hayate Yagami.

Nanoha and her companions possess the key to fulfilling Kyrie's objective, and the young girl must do whatever it takes to obtain it. However, it proves difficult for Kyrie, as the protectors do not easily yield to her provocation. Furthermore, Amitie soon arrives on Earth to stop her younger sister's reckless actions and bring her back home, further complicating the already delicate situation.

[Written by MAL Rewrite]",1,"Jul 22, 2017",,"['Action', 'Drama', 'Sci-Fi', 'Mahou Shoujo']"
Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,,https://myanimelist.net/anime/33183/Mahoutsukai_Precure_Movie__Kiseki_no_Henshin_Cure_Mofurun,7.44,Toei Animation has announced that a movie for Mahoutsukai! Precure will premiere in October 2016.,1,"Oct 29, 2016",,"['Action', 'Fantasy', 'Slice of Life', 'Mahou Shoujo', 'School']"
Omoide Poroporo,Only Yesterday,https://myanimelist.net/anime/1029/Omoide_Poroporo,7.44,"Taeko Okajima is a 27-year-old, independent woman who spent her entire life in Tokyo. Looking to unwind from the rush of the big city, she decides to visit her family in the country to help out during the harvest.

On the train there, Taeko vividly recalls her memories as a schoolgirl in the initial stages of puberty, as if she is on a trip with her childhood self. A young farmer named Toshio picks her up at the station, and they quickly develop a friendship. During her stay, Taeko forms strong bonds with family and friends, learning the contrasts between urban and rural life, as well as the struggles and joys of farming.

Nostalgic and bittersweet, Omoide Poroporo takes on Taeko's journey as an adult woman coming to terms with her childhood dreams compared to the person she is today.

[Written by MAL Rewrite]",1,"Jul 20, 1991",,"['Drama', 'Romance', 'Josei']"
"One Piece Movie 09: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura","One Piece: Episode of Chopper Plus - Bloom in the Winter, Miracle Sakura",https://myanimelist.net/anime/3848/One_Piece_Movie_09__Episode_of_Chopper_Plus_-_Fuyu_ni_Saku_Kiseki_no_Sakura,7.44,"As Nami has fallen seriously ill, the Straw Hats head to Drum Island in search of a doctor. However, they learn that there is only one doctor left on the island, the reclusive Dr. Kureha who currently resides at the top of a mountain. With a sick Nami in tow, Monkey D. Luffy and Sanji set out on an arduous journey to seek her help. 

Meanwhile, the return of Wapol—Drum Island's former king—and his brother spells trouble for the island's inhabitants. As the one responsible for the current lack of doctors, Wapol has finally returned to take back his position as the people's despot and absolute ruler.

With the help of new allies like the half-human reindeer Chopper Tony Tony, the Straw Hat Crew must overcome all the obstacles in its way to save Nami's life and stop Wapol from plunging Drum Island back into tyranny. 

[Written by MAL Rewrite]

(Source: Wikipedia)",1,"Mar 1, 2008",,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
Pokemon (2023),Pokémon Horizons: The Series,https://myanimelist.net/anime/53876/Pokemon_2023,7.44,"In a world filled with strange yet majestic creatures known as Pokémon, a new adventure begins! Hailing from the pristine region of Paldea, the timid Liko travels to the Kanto region to attend the Indigo Academy and become a Pokémon trainer—a person who forms relationships with Pokémon and trains them to participate in battles. Soon, Liko acquires Nyahoja, a fickle Grass-type cat Pokémon, as her first partner.

Prior to Liko's transfer to Kanto, her grandmother gives her a uniquely patterned and gleaming pendant as a protective charm. However, an enigmatic organization—The Explorers—seems to know a secret about the pendant and nearly succeeds in stealing it from Liko. Fortunately, she is rescued by the Rising Volt Tacklers, a group of adventurers led by a Lizardon-riding trainer named Friede.

After a series of encounters with The Explorers, Liko decides to join Friede's team, accompanying him and his crew members on a grand journey across the regions. Along the way, they aim to unravel not only the mysteries of the world of Pokémon, but also the power that resides within her pendant.

[Written by MAL Rewrite]",Unknown,"Apr 14, 2023 to ?",Spring 2023,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']"
Psycho-Pass 3,,https://myanimelist.net/anime/39491/Psycho-Pass_3,7.44,"Thanks to the Sibyl System, the mental states of society can now be measured on a numerical scale. Using these ""crime coefficients,"" a culprit can be apprehended before they ever commit a crime. But is it a perfect system? For Inspectors Kei Mikhail Ignatov and Arata Shindou, that remains to be seen, as their career with the Public Safety Bureau's Crime Investigation Department has only just begun. 

Shindou and Ignatov are assigned to investigate the crash of a ship carrying immigrants, but they begin to suspect that it was no mere accident. Meanwhile, a mysterious group called Bifrost is observing them from the shadows, but they are not the only ones who have taken an interest in the two new Inspectors.

[Written by MAL Rewrite]",8,"Oct 25, 2019 to Dec 13, 2019",Fall 2019,"['Action', 'Mystery', 'Sci-Fi', 'Suspense', 'Adult Cast', 'Detective', 'Gore', 'Psychological']"
