title_name,title_english,url,score_label,description,episodes,aired,premiered,genres
Katekyou Hitman Reborn! x ēlDLIVE Special,,https://myanimelist.net/anime/33740/Katekyou_Hitman_Reborn_x_ēlDLIVE_Special,6.71,Short anime special for Katekyou Hitman Reborn! and ēlDLIVE that exhibited at Akira Amano Illustration Exhibition between July 28 to August 9.,1,"Jul 28, 2016",,"['Super Power', 'Shounen']"
Kibou no Chikara: Otona Precure '23,Power of Hope ~Precure Full Bloom~,https://myanimelist.net/anime/54716/Kibou_no_Chikara__Otona_Precure_23,6.71,"When Nozomi Yumehara was a very ordinary middle school student, she met the mysterious fairy Coco, who had come from Palmier Kingdom. In order to protect everyone's hopes, she became the Precure of Hope, Cure Dream, and fought against powerful enemies alongside her friends. Years later, Nozomi and her friends are now adults. They are all busy and enjoying their work, private lives, friends, family and love lives, while also stressing over the obstacles and troubles that adult life brings. Then suddenly, the mysterious Shadows appear, attacking humans. At the chiming of the clocktower bell, grown-up Nozomiand her friends embark on a new saga.

(Source: Toei Animation)",12,"Oct 7, 2023 to Dec 23, 2023",Fall 2023,"['Action', 'Fantasy', 'Adult Cast', 'Mahou Shoujo']"
Koihime†Musou,,https://myanimelist.net/anime/4262/Koihime†Musou,6.71,"After witnessing the death of her family at the hands of bandits, Unchou Kan'u has devoted her life to protecting the innocent by exterminating any group of bandits she comes across. Over time, Kan'u's deeds become famous throughout the land—even if she herself remains unknown. During her travels, she runs across a young girl, Chouhi Yokutoku, whose parents suffered a similar fate as Kan'u's. Finding companionship through their similar pasts, the two girls take a vow of sisterhood and continue to wander the land, determined to bring peace to wherever their journey takes them.

During Kan'u and Chouhi's journey, they meet and travel with several people who are sympathetic to their cause, such as the noble Chouun Shiryuu, the headstrong Bachou Mouki, and the calculating Shokatsuryou Koumei. From problems with local lords to groups of ravaging bandits, Kan'u and her friends do what they can to make life a little easier for those in need, wherever they may be.

[Written by MAL Rewrite]",12,"Jul 9, 2008 to Sep 24, 2008",Summer 2008,"['Action', 'Adventure', 'Fantasy', 'Ecchi', 'Historical', 'Martial Arts']"
Lengxue Kuang Yan,,https://myanimelist.net/anime/45042/Lengxue_Kuang_Yan,6.71,"Sequel film of Jue Ji, released online.",1,"Dec 4, 2020",,"['Action', 'Fantasy']"
Long Riders!,,https://myanimelist.net/anime/30652/Long_Riders,6.71,"Falling in love at first sight with a collapsible bicycle outside the station, Ami Kurata, first-year university student empties her account without a second thought and buys the bicycle. Now she enjoys weekend cycling trips with Aoi, her childhood friend, and Hinako, a senior at her university. ""Owning a road bike may change your view of the world completely."" Prompted by the comment, Ami purchased a road bike, and she is really impressed with the traveling performance. As soon as she places her feet on the pedals and presses down, everything about riding a road bicycle—the lightness of the pedal, the speed, the acceleration—is nothing like she has ever experienced. Ami's cycle life gets going with the new road cycle as her partner!

(Source: Showgate, edited)",12,"Oct 8, 2016 to Feb 5, 2017",Fall 2016,"['Comedy', 'Sports', 'CGDCT', 'Shounen']"
Machine-Doll wa Kizutsukanai Specials,Unbreakable Machine-Doll Special,https://myanimelist.net/anime/21415/Machine-Doll_wa_Kizutsukanai_Specials,6.71,"Original animation to be included in the BD and DVD volume releases of Machine-Doll wa Kizutsukanai.

Volume 1: ""Soshite Futari wa Manabisha e (And So They Arrive at School)""
Volume 2: ""Irori, Rotenburo de Sosou suru (Irori Has an Accident at the Open-Air Bath)""
Volume 3: ""Char and Frey, Senritsu no Bathroom (Charl, Frey, and the Bathroom of Terror)""
Volume 4: ""Akabane Nadeshiko, Natsu no Yo no Yume (Nadeshiko Akabane, Midsummer Night's Dream)""
Volume 5: ""Kojin Jugyou: Imishitsu de Bijo Futari to~ (Private Lesson - Two Beauties in an Infirmary)""
Volume 6: ""Bishoujo Shuugou! Mizugi Darake no Daisoudou (Pretty Girls Gather! Swimsuit-Stubbed Pandemonium)""",6,"Dec 25, 2013 to May 28, 2014",,"['Action', 'Fantasy', 'Ecchi', 'School']"
Maison Ikkoku: Prelude - Meguru Haru no Sakura no You ni...,"Maison Ikkoku: Prelude, When the Cherry Blossoms in the Springtime Return",https://myanimelist.net/anime/3484/Maison_Ikkoku__Prelude_-_Meguru_Haru_no_Sakura_no_You_ni,6.71,A prequel of the Maison Ikkoku TV series focusing on Kyoko's relationship with her husband.,1,"Jun 25, 1992",,"['Comedy', 'Drama', 'Romance', 'Adult Cast', 'Seinen']"
Makai Senki Disgaea,Disgaea,https://myanimelist.net/anime/860/Makai_Senki_Disgaea,6.71,"An angel arrives in Hell! A demon lord is awakened! There are penguins everywhere! What’s going on here?

Angel assassin-in-training Flonne is on a quest to destroy the demon Overlord. Instead of accomplishing her mission, the ditzy Flonne manages to wake Laharl, the demon lord and heir to the throne, from his two year slumber. Now the pair, along with Laharl’s not-so-faithful vassal Etna and her army of explosive souls in penguin costumes, must restore order to the crumbling Netherworld.

Based on the events of the game Disgaea: Hour of Darkness, Makai Senki Disgaea follows Laharl’s journey to squash the demon rebellion, reclaim the throne, and destroy anyone who stands in his path. Or, you know, let them join him on his travels if they really want. Just remember: Laharl is a demon lord. There’s no way he’ll ever show kindness, compassion, or love... right?",12,"Apr 5, 2006 to Jun 21, 2006",Spring 2006,"['Action', 'Comedy', 'Fantasy', 'Mythology']"
Master Mosquiton,Master of Mosquiton,https://myanimelist.net/anime/1805/Master_Mosquiton,6.72,"In the 1920's, Inaho resurrects a vampire named Mosquiton with her blood. He awakens and becomes her slave. Now, Inaho is after the O-Part, which will grant her immortality. However, a bunch of supernatural monsters are out to stop them from achieving their goal.

(Source: ANN)",6,"Nov 21, 1996 to Apr 19, 1997",,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Mythology', 'Vampire']"
Mizu no Kotoba,Aquatic Language,https://myanimelist.net/anime/2235/Mizu_no_Kotoba,6.71,"Several people are spending their evening in a cafe. Two gossiping girls, two debating men, a bookworm and a boy, who just broke up with his girlfriend. The cafe's waitress starts a chat with him, persuading him to take a look at certain easel, while other customers begin to notice unusual things.

(Source: ANN)",1,"Oct 26, 2002",,"['Drama', 'Sci-Fi', 'Suspense', 'Psychological']"
