title_name,title_english,url,score_label,description,episodes,aired,premiered,genres
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,Oreshura,https://myanimelist.net/anime/14749/Ore_no_Kanojo_to_Osananajimi_ga_Shuraba_Sugiru,6.92,"The infidelity of Eita Kidou's parents not only made his family fall apart, but also made him skeptic of love. Having no intention to delve into romance, Eita devotes his entire high school life to his studies in order to become a doctor.

It did not take long for the beautiful and popular Masuzu Natsukawa to notice Eita's apathy. Tired of being the object of people's affection, she asks him to pretend to be her boyfriend, as she too feels disgusted at the notion of love. Eita, however, refuses—yet Masuzu has one trick left up her sleeve: Eita’s journal and threatening to post the embarrassing content online if he does not comply.

Now entangled in a fake romance with the most desired girl at school, Eita's life is turned upside down. Whether envied by his peers or receiving a confession, he must cope with his newfound relationship and all the troubles that come along with it.

[Written by MAL Rewrite]",13,"Jan 6, 2013 to Mar 31, 2013",Winter 2013,"['Comedy', 'Romance', 'Harem', 'School']"
Pokemon Diamond & Pearl Specials,,https://myanimelist.net/anime/10302/Pokemon_Diamond___Pearl_Specials,6.93,"One-hour special split into 2 episodes during the airing of Pokemon Best Wishes! featuring the old characters from the Diamond & Pearl series Hikari and Takeshi with their Pokemon.

Episode 1 - ヒカリ・新たなる旅立ち! (Hikari, Arata Naru Tabidachi!):
Hikari - Setting off on a New Journey!

Episode 2 - ニビジム・史上最大の危機! (Nibi Gym, Shijou Saidai no Kiki!):
Nibi Gym - The Greatest Crisis Ever!",2,"Feb 3, 2011",,"['Action', 'Comedy', 'Fantasy', 'Kids']"
Ryuusei no Rockman Tribe,Megaman Star Force Tribe,https://myanimelist.net/anime/3493/Ryuusei_no_Rockman_Tribe,6.92,"The second series is to follow the events of the second video game, focusing on the lost continent of Mu. The ancient civilization vanished ages ago, and a few of its remnants still exist as myths and legends called UMAs (unidentified lifeforms). The UMAs begin merging with humans in order to search for the treasures of Mu, the powerful ooparts, which will give them the power to revive Mu. After Subaru and War-Rock encounter several unusual enemies, they meet a professor named Doctor Orihime who sends them on a quest to find the ooparts and stop the UMAs. Using the ooparts, Rockman is able to take new forms, including Thunder Berserk, Fire Dinosaur, and Green Shinobi. (Source: Wikipedia)",21,"Nov 3, 2007 to Mar 29, 2008",Fall 2007,['Adventure']
Shinpi no Sekai El-Hazard (TV),El-Hazard: The Wanderers,https://myanimelist.net/anime/116/Shinpi_no_Sekai_El-Hazard_TV,6.92,"High school science-whiz Makoto Mizuhara is working on his newest project in preparation for the school festival, alongside his best friend Nanami Jinnai. Nanami's brother and Makoto's lifelong rival, the unscrupulous student council president Katsuhiko Jinnai, is under scrutiny for mishandling the school festival planning and is convinced that Makoto is plotting to steal his position. One night, as Makoto and Nanami are taking a break with their teacher Masamichi Fujisawa, Jinnai sneaks into the science lab and sabotages Makoto's device, which suddenly opens a portal that flings all four of them into another world!

Upon arrival, Makoto is immediately attacked by a horde of giant bug monsters. While running from them, he comes across Fujisawa and a girl named Rune Venus. After Fujisawa fights off the monsters, a group of dignitaries arrives, looking for Rune, their princess. They inform Makoto and Fujisawa that they are in a world called El-Hazard and take them back to the palace of Roshtaria, their kingdom. Though her advisors are suspicious of the newcomers, Rune decrees that they are to be treated as guests and quickly befriends Makoto. Unaware that Nanami and Jinnai are in this world as well, Makoto gets to work trying to figure out a way back to Earth.

[Written by MAL Rewrite]",26,"Oct 6, 1995 to Mar 29, 1996",Fall 1995,"['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Isekai']"
Aoi Blink,Blue Blink,https://myanimelist.net/anime/3631/Aoi_Blink,6.92,Story of a young boy named Kakeru and his adventures together with a magical blue pony named Blink.,39,"Apr 7, 1989 to Mar 16, 1990",Spring 1989,"['Adventure', 'Fantasy']"
Buddy Complex: Daremo Shiranai Ashita e,,https://myanimelist.net/anime/31105/Buddy_Complex__Daremo_Shiranai_Ashita_e,6.92,A summary of the Buddy Complex series told from the point of view of Nasu Mayuka.,1,"Sep 20, 2014",,"['Action', 'Sci-Fi', 'Mecha', 'Time Travel']"
Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,Campione!,https://myanimelist.net/anime/12293/Campione_Matsurowanu_Kamigami_to_Kamigoroshi_no_Maou,6.92,"The gods of the world are not myths or legends. They exist, unbeknownst to humans, fighting their battles and laying waste to land and life. People perceive the fights of such ""Heretic Gods"" as inexplicable natural disasters they cannot escape.

Sixteen-year-old high school student Godou Kusanagi travels to Italy at the request of his grandfather to return a particular tablet to an acquaintance for safekeeping. Godou does not expect to get drawn into a battle between two Heretic Gods alongside Erica Blandelli, a self-proclaimed witch fighting to protect people. Fortunately, he manages to defeat the god of war in mortal combat and becomes a ""Campione""—or ""God Slayer""—whose duty is to fight Heretic Gods to save humanity.

Godou's new status as a Campione attracts a bevy of Gods who wish to challenge him and a band of devout followers—mostly women—who are willing to aid him in his battles. Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou follows Godou as he tackles dueling deities in a conflict between Heaven and Earth.

[Written by MAL Rewrite]",13,"Jul 6, 2012 to Sep 28, 2012",Summer 2012,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi', 'Harem', 'Mythology']"
Code Geass: Hangyaku no Lelouch Picture Drama,Code Geass: Lelouch of the Rebellion Picture Dramas,https://myanimelist.net/anime/1953/Code_Geass__Hangyaku_no_Lelouch_Picture_Drama,6.92,"At Ashford Academy, the girls get into juicy talks in the bath, and later plan a gender role reversal festival, which has everyone but Lelouch Lamperouge eager. The students also attend the grand opening of the Clovis Land pool, much to the scantily clad Cornelia li Britannia's embarrassment. Events from Lelouch's past show a chapter from his royal upbringing, and how he met Suzaku Kururugi. Code Geass: Hangyaku no Lelouch Picture Drama shows that when they are away from the bloodshed and agony of war, the characters live very different and often humorous lives.

[Written by MAL Rewrite]",9,"Jan 27, 2007 to Sep 25, 2007",,"['Comedy', 'Slice of Life', 'School']"
Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,Crayon Shin-chan: Fierceness That Invites Storm! Operation Golden Spy,https://myanimelist.net/anime/10116/Crayon_Shin-chan_Movie_19__Arashi_wo_Yobu_Ougon_no_Spy_Daisakusen,6.92,"Comical action spy film including an indecent material (flatus) and a story of a girl who had obeyed her parents, but becomes self-aware. A mystery spy girl Lemon Sunomono suddenly appears in front of Shinnosuke, and she calls herself an emissary of Action Kamen. She had trained as a spy by her parents in the Sukashipestan Republic, and works for the Queens. Under her guidance, Shinnosuke decides to be a spy to fight for justice, and receives spy training. Under the instruction of Action Kamen, Lemon and Shinnosuke perform a mission to creep into the laboratory in the Hedelna Kingdom and recapture a capsule from an evil professor, but Lemon finds the real purpose of the Queens, and they fight to foil the plot of the Queens. 

(Source: Manabu Tsuribe)",1,"Apr 16, 2011",,"['Comedy', 'Seinen']"
Days (TV) OVA,,https://myanimelist.net/anime/34008/Days_TV_OVA,6.92,Bundled with limited editions of the 21st and 22nd volumes of the manga.,2,"Mar 17, 2017 to May 17, 2017",,"['Sports', 'School', 'Team Sports', 'Shounen']"
Deadman Wonderland: Akai Knife Tsukai,Deadman Wonderland: The Red Knife Wielder,https://myanimelist.net/anime/10418/Deadman_Wonderland__Akai_Knife_Tsukai,6.92,"Two years after the catastrophic tidal wave that swept over Japan, police officer Kiyomasa Senji is trying to make the world a safer place. Using his Branch of Sin powers, he stops criminals in whatever ways he can. After rescuing a boy named Izuru Tsukiyoshi from a gang called Goreless Peace, the conflict between Kiyomasa and his adversaries heats up rapidly, to the point of being explosive.

Offering a glimpse into the past of the future Deadman, the story follows Senji, helping to further develop the reasoning that drives his actions later in life.

[Written by MAL Rewrite]",1,"Oct 8, 2011",,"['Action', 'Horror', 'Sci-Fi', 'Shounen']"
Devils Line: Anytime Anywhere,,https://myanimelist.net/anime/37997/Devils_Line__Anytime_Anywhere,6.92,Bundled with the limited edition of the manga' 12th compiled volume.,1,"Aug 23, 2018",,"['Action', 'Drama', 'Romance', 'Supernatural', 'Adult Cast', 'Vampire', 'Seinen']"
Doraemon Movie 02: Nobita no Uchuu Kaitakushi,"Doraemon the Movie: The Records of Nobita, Spaceblazer",https://myanimelist.net/anime/2662/Doraemon_Movie_02__Nobita_no_Uchuu_Kaitakushi,6.92,"Nobita has been having a weird dream about a boy named Roppel and his strange companion Chami traveling in space. By a twist of fate, he met them in person where it turns out that they are real and that they were being pursued in space, causing their space vehicle to malfunction, connecting the space vehicle itself with Nobita's room. They journeyed to Roppel's planet and amidst their enjoyment, Nobita and Doraemon pledged to help Roppel's planet free from their oppressors. 

(Source: ANN)",1,"Mar 14, 1981",,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']"
Endro~!,ENDRO!,https://myanimelist.net/anime/38062/Endro,6.92,"In a world of adventurers and magic lies Naral Island. Every generation, a Demon Lord rises to plague the land, and every generation, a Hero is born to subdue him. For countless centuries, the cycle has repeated with no end in sight. The latest Hero, Juulia ""Yusha"" Charldetto, has almost completed her valiant campaign alongside her party members: responsible priest Seiran ""Seira"" Élénoir, enigmatic mage Meiza ""Mei"" Endust, and hyper-energetic warrior Fai Fai.

In the final battle against the Demon Lord, Yusha's party attempt a risky spell to cast their enemy into the drifts of time. But the incantation goes awry, sending Yusha and her friends back to a time before the Demon Lord, before Yusha becomes the Hero, and before the party had even graduated as adventurers. With their memories of the future erased, the four girls restart their ambitions to become the Hero's Party, aspiring to defeat the Demon Lord.

However, in a sudden twist of fate, the Demon Lord was also sent back in time with her memories intact. Reduced to the form of a little girl, the Demon Lord takes the name Mao and infiltrates the adventurers' school as a teacher, planning to stop Yusha before she becomes a hero. Thus begins the story of Yusha and her friends, in their quest to defeat the Demon Lord, not knowing that the one they seek is right by their side.

[Written by MAL Rewrite]",12,"Jan 13, 2019 to Mar 31, 2019",Winter 2019,"['Fantasy', 'Slice of Life', 'CGDCT']"
