title_name,title_english,url,score_label,description,episodes,aired,premiered,genres
Under the Dog,,https://myanimelist.net/anime/27387/Under_the_Dog,6.25,"The year is 2025. Five years have passed since the Tokyo Olympic Games were called off after deadly terrorist attacks. An international school run by the United Nations now stands in the former Olympic site on the edge of Tokyo Bay. Seven teenagers with special abilities, known as ""Flowers,"" are among the students.

Their student identities are only a cover for their real identities as members of an intelligence organization run by the UN. Their objective is to assassinate other teenagers who have the same abilities. The Flowers have no choice but to complete their missions without fail. Their organization has taken their family members hostage to ensure this. For the Flowers, failure would mean death not only for themselves but also for their loved ones.

This is the story of their struggle against cruel fate, and of how it is human nature to find hope, however bleak the outlook.

(Source: Official site)",1,"Aug 1, 2016",,"['Action', 'Sci-Fi', 'Suspense']"
Watashi no Ashinaga Ojisan Specials,,https://myanimelist.net/anime/29363/Watashi_no_Ashinaga_Ojisan_Specials,6.25,A summary of the Watashi no Ashinaga Oji-san full series aired as a TV specials.,2,May 2001,,"['Comedy', 'Romance', 'School']"
Yoshinaga-san'chi no Gargoyle Specials,,https://myanimelist.net/anime/2464/Yoshinaga-sanchi_no_Gargoyle_Specials,6.25,A magic book places Kazumi in a Wonderland-like world.,5,"Jul 28, 2006 to Nov 24, 2006",,"['Adventure', 'Comedy', 'Fantasy']"
"Kawaru Machi, Kawareru Machi, Ishinomaki feat. Jun",,https://myanimelist.net/anime/51008/Kawaru_Machi_Kawareru_Machi_Ishinomaki_feat_Jun,6.26,"The Ishinomori Manga Museum released an animated short directed by Takuya Inaba based on Shotaro Ishinomori's semi-autobiographical and wordless manga Jun: Shotaro no Fantasy World. The short was inspired by Ishinomori's hometown of Ishinomaki wishing to pay tribute to the work while also paying tribute to the ongoing rebuilding and recovery of Ishinomaki from the Tohoku earthquake and tsunami of March 2011.

(Source: Crunchyroll, edited)",1,"Feb 11, 2022",,"['Drama', 'Fantasy', 'Psychological']"
King of Prism by Pretty Rhythm Short Anime,,https://myanimelist.net/anime/32989/King_of_Prism_by_Pretty_Rhythm_Short_Anime,6.25,Short Anime Bundled in Movie Blu-ray of King of Prism by Pretty Rhythm.,1,"Jun 17, 2016",,"['Comedy', 'Fantasy', 'Idols (Male)', 'Music']"
Kinnikuman: Haresugata! Seigi Choujin,,https://myanimelist.net/anime/3277/Kinnikuman__Haresugata_Seigi_Choujin,6.25,"While performing in a movie at Toei Eigamura, Kinnikuman suddenly disappears. Somehow, he has been sent to Edo Period Japan. In Edo Japan, a villain called Shuten Douji (朱天童子) is threatening to destroy the Earth if he is not given Princess Mari. Always willing to impress a pretty girl, Kinnikuman immediately vows to destroy Shuten Doji. He disguises himself as Princess Mari and goes to meet Shuten Doji, but Shuten Doji and his Big Four (四天王, Shitennou) see through Kinnikuman's disguise and beat him up. Aware of Kinnikuman's situation, Terryman, Robin Mask, and the other Seigi Choujins travel to Edo Japan (via Kinkotsu-obaba's powers).

(Source: Kinnikuman Wiki)",1,"Dec 21, 1985",,"['Action', 'Comedy', 'Sports', 'Combat Sports', 'Shounen']"
Kinnikuman: Seigi Choujin vs. Kodai Choujin,,https://myanimelist.net/anime/3275/Kinnikuman__Seigi_Choujin_vs_Kodai_Choujin,6.25,"While Kinnikuman is on vacation with Mari-san's kindergarten class at Easter Island, the young wheelchair-bound Kouichi-kun laments being with an idiot like Kinnikuman, preferring to instead be with his favorite Seigi Choujin Buffaloman. Meanwhile, the other Seigi Choujins are also vacationing at ancient landmarks.

(Source: Wikipedia)",1,"Mar 16, 1985",,"['Action', 'Comedy', 'Sports', 'Shounen']"
Kitaku-bu Katsudou Kiroku: Miniature Theater,,https://myanimelist.net/anime/23367/Kitaku-bu_Katsudou_Kiroku__Miniature_Theater,6.25,"Unaired ""Miniature Theater"" (the specials inserted at the end of the main episodes) included in the Kitakubu Katsudou Kiroku DVD/BD volumes 2, 3 and 4.",6,"Oct 23, 2013 to Dec 18, 2013",,"['Comedy', 'School']"
Koukaku Kidoutai Arise [.jp],,https://myanimelist.net/anime/29255/Koukaku_Kidoutai_Arise_jp,6.25,A short about the move of the kokaku-jprs website from '.com' to '.jp' -  promoting the Japan Registry Services (JPRS).,1,"Nov 14, 2013",,['Action']
Kyouryuu Shoujo Gauko,Dino Girl Gauko,https://myanimelist.net/anime/39849/Kyouryuu_Shoujo_Gauko,6.25,"The comedy series is set in Japan and follows Naoko Watanabe, a typical tween girl aside from the fact that she possesses strange and sometimes troubling powers. When her anger exceeds a maximum level, she turns into Gauko, the fire-breathing dinosaur girl. 

(Source: Variety)",20,"Nov 22, 2019",,"['Comedy', 'Super Power']"
