title_name,title_english,url,score_label,description,episodes,aired,premiered,genres
Juan Siliang,The Island of Siliang,https://myanimelist.net/anime/41918/Juan_Siliang,7.04,"A stubborn girl on a mysterious island, her dreams of becoming a martial artist, and her complicated love story.

(Source: Livechart)",15,"Jun 14, 2021 to Sep 13, 2021",,"['Action', 'Fantasy']"
B'T X,,https://myanimelist.net/anime/286/BT_X,7.03,Teppei is going to visit his older brother Kotaro Takamiya during a scientific conference after training with a mysterious woman named Karen for the past 11 years. However his plans for a family reunion become stalled when a woman named Aramis kills everyone in the conference to kidnap Kotaro. Teppei on the way to save his brother encounters a broken mechanical horse called B't X who revives thanks to Teppei's blood and is now his aide to save his brother from the mysterious Machine Empire.,25,"Apr 6, 1996 to Sep 21, 1996",Spring 1996,"['Adventure', 'Sci-Fi', 'Mecha', 'Shounen']"
Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,Baka and Test - Summon the Beasts: Magical Hideyoshi Hideyoshi,https://myanimelist.net/anime/24727/Baka_to_Test_to_Shoukanjuu_Ni__Mahou_Hideyoshi_Hideyoshi,7.03,A short special included on the second volume of Baka to Test to Shoukanjuu Ni! Blu-ray/DVD release.,1,"Oct 26, 2011",,['Comedy']
Blame! Movie,Blame!: The Movie,https://myanimelist.net/anime/32086/Blame_Movie,7.03,"A young girl named Zuru sets out on an expedition through a post-apocalyptic city controlled by machines in a desperate hunt for food. Things go awry when her team accidently triggers the city's AI defense program called the Safeguard. Attacked by the machines, her companions are on the verge of being annihilated when a mysterious man named Killy arrives and exterminates the hostile units.

Despite his heroic intervention, Zuru is hesitant to trust Killy and questions his motives. He reveals to have come from thousands of levels below the city in order to find humans possessing the Net Terminal Genes—a trait that would allow humans to regain control of their civilization and shut down the Safeguard. After hearing his story, Zuru and the rest of her team join Killy and embark on a journey in search of the Genes that could prove to be mankind's last hope of survival.

[Written by MAL Rewrite]",1,"May 20, 2017",,"['Action', 'Drama', 'Sci-Fi', 'Mecha', 'Psychological', 'Seinen']"
Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,Haganai: A Round-Robin Story's Ending Is Way Extreme,https://myanimelist.net/anime/14027/Boku_wa_Tomodachi_ga_Sukunai__Relay_Shousetsu_wa_Ketsumatsu_ga_Hanpanai,7.03,"When the Neighbor's Club struggles to find an activity to do, Kodaka Hasegawa suggests they pass the time by writing a round-robin story—a narrative where everyone takes turns writing a section. But as they begin the project, chaos ensues as every member writes the story according to their personal preferences while trying to outdo each other. At this rate, will the story ever reach a fitting conclusion?

[Written by MAL Rewrite]",1,"Sep 26, 2012",,"['Comedy', 'Romance', 'Ecchi', 'Love Polygon', 'School']"
Chou Mashin Eiyuuden Wataru,Super Demon Hero Wataru,https://myanimelist.net/anime/3432/Chou_Mashin_Eiyuuden_Wataru,7.03,"After the battle with Doakuder at Soukaizan (the ""other"" world where the rainbow has disappeared because of the devils), a demon world Devil came to Genseikai (human world) and stole Wataru's conscience. Because of that, Wataru's heart of justice and his memories of being Kyuuseishu (world savior) vanished. After Shibaraku and Himiko brought him back to Shinbukai (the ""other"" world, where Soukaizan is located), Wataru regained his memories, however his conscience was still missing. To get it back, Kyuuseishu Wataru must return to fight the devils, rescuing all of Soukaizan from catastrophe!

Chou Mashin Eiyuuden Wataru is the 3rd work of the Mashin Eiyuuden Wataru TV series by SUNRISE, and is considered as a ""remake"" series of the previous Wataru series. It started airing from October 2, 1997, and ended on September 24, 1998, every Thursday from 6:00 to 6:30pm, with a total of 51 episodes.

(Source: AniDB)",51,"Oct 2, 1997 to Sep 24, 1998",Fall 1997,"['Action', 'Adventure', 'Comedy', 'Mecha']"
Danball Senki W,LBX: Little Battlers eXperience Season 2,https://myanimelist.net/anime/12651/Danball_Senki_W,7.03,"One year after the fight with the Innovators, a new terrorist organization called the Detectors threatens the world using LBXs. Ban joins up with new and old friends to stop the Detectors.

(Source: ANN)",58,"Jan 18, 2012 to Mar 20, 2013",Winter 2012,"['Action', 'Mecha', 'Kids']"
Devilman: Yochou Sirene-hen,Devilman: The Demon Bird,https://myanimelist.net/anime/2355/Devilman__Yochou_Sirene-hen,7.03,"Demons exist and their power is beyond what humans can fathom. In fact they are so strong that humans do not stand a chance against them in a fight. 

The only thing strong enough to defeat a demon is another demon and it is trough this logic that Ryo Asuka hatches the plan to have his good-hearted friend Akira Fudo possessed by a demon. If a person is of pure of heart then he might be able to control the demon that posses him and thereby acquire power equal to a demon. After raising some hell in a club the plan works and Akira is possessed by the powerful demon known as Amon. 

Now Akira is humanities sole champion of justice against the hidden demon menace that has plagued humanity since the dawn of time.

(Source: ANN)",1,"Feb 25, 1990",,"['Horror', 'Sci-Fi', 'Supernatural', 'Gore', 'Mythology', 'Shounen']"
Elf wo Karu Mono-tachi II,Those Who Hunt Elves II,https://myanimelist.net/anime/1046/Elf_wo_Karu_Mono-tachi_II,7.03,"After Junpei botched the second attempt to transport back to Japan, the four embark their journey once again to collect runes imprinted on skin of Elven females by stripping them. Celsia is cursed into the form of another animal this time.

(Source: ANN)",12,"Oct 2, 1997 to Dec 25, 1997",Fall 1997,"['Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Shounen']"
Fushigi Yuugi Special: Nakago Shikkari Shinasai!,Fushigi Yuugi Special: Watase Yuu Selection,https://myanimelist.net/anime/27567/Fushigi_Yuugi_Special__Nakago_Shikkari_Shinasai,7.03,"While only a novice performer, Nakago is given the unique opportunity to play in the popular series Fushigi Yuugi. However, being constantly bullied by favored actors Miaka Yuuki and Tamahome makes his life miserable and even causes him to have nightmares. Amid such dreadful circumstances, Nakago strives to avoid discouragement and find the motivation to continue onward.

[Written by MAL Rewrite]",2,"Jul 25, 1996",,['Comedy']
Gantz 2nd Stage,Gantz: Second Stage,https://myanimelist.net/anime/395/Gantz_2nd_Stage,7.03,"Despite having seemingly returned to their normal lives, Kei Kurono, Masaru Katou, and Kei Kishimoto are forced back into the lethal game after Gantz's recent activity. The black sphere continues to summon recently deceased people to fight alien invaders. And having survived the two previous encounters, the trio are more than prepared for the upcoming missions.

As they progress through the tournament's stages, the three proceed in their attempt to earn 100 points, which is said to be the only way to leave the parallel dimension for good. However, with the constant onslaught of alien invaders and the threat of imminent death, they must first focus on the task at hand—immediate survival.

[Written by MAL Rewrite]",13,"Aug 26, 2004 to Nov 18, 2004",Summer 2004,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Gore', 'High Stakes Game', 'Psychological', 'Survival', 'Seinen']"
Golden Time (Movie),Golden Time,https://myanimelist.net/anime/36789/Golden_Time_Movie,7.03,"In Japan's economic bubble years during the 1980s, a long-serving furniture-style television set made in the 1960s is abandoned at a junkyard. It attempts to escape from its new surroundings.",1,"Dec 5, 2013",,"['Comedy', 'Fantasy']"
Grisaia no Rakuen Specials,,https://myanimelist.net/anime/31368/Grisaia_no_Rakuen_Specials,7.03,Short specials included in the Blu-ray and DVD releases.,5,"Aug 26, 2015 to Dec 25, 2015",,['Ecchi']
Hakuouki OVA (2021),,https://myanimelist.net/anime/49338/Hakuouki_OVA_2021,7.03,New Hakuoki OVA.,3,"Nov 13, 2021 to Jan 29, 2022",,"['Action', 'Drama', 'Supernatural', 'Historical', 'Samurai', 'Josei']"
Hayate no Gotoku! Can't Take My Eyes Off You,Hayate the Combat Butler: Can't Take My Eyes Off You,https://myanimelist.net/anime/14653/Hayate_no_Gotoku_Cant_Take_My_Eyes_Off_You,7.03,"Taking place one month after the events that occurred in the movie Heaven is a Place on Earth. Living at the Sanzenin Mansion once again, Nagi returns to her old ways of life, until she receives word from American authorities informing her that she has a week to pick up her late father's belongings that was indefinitely delayed due to various circumstances. After receiving news of her father whom she doesn't remember, Nagi then meets a mysterious girl (with a hidden agenda) claiming to be Nagi's little sister.

The series tells a new story that is original to the anime and not directly based on the manga. The main author of the original series Kenjiro Hata personally created the original concept for the story of this anime. 

(Source: Hayate no Gotoku! Wikia)",12,"Oct 4, 2012 to Dec 20, 2012",Fall 2012,"['Comedy', 'Harem', 'Parody', 'Shounen']"
Houkago Shounen Hanako-kun,After-School Hanako-kun,https://myanimelist.net/anime/56425/Houkago_Shounen_Hanako-kun,7.03,"There are rumors that one of Kamome Academy's Seven Mysteries, Hanako-kun, has gained an assistant: first-year high school student Nene Yashiro. Together, Hanako and Yashiro investigate the school's many mysteries, keeping the balance between humans and the supernatural. But in their free time, the two can often be found goofing off, engaging in various antics involving Yashiro's schoolmates and the lurking spectral entities that normal people cannot see.

[Written by MAL Rewrite]",4,"Oct 13, 2023 to Nov 3, 2023",Fall 2023,"['Comedy', 'Supernatural', 'Parody', 'School']"
Ichigo Mashimaro Episode 0,,https://myanimelist.net/anime/4156/Ichigo_Mashimaro_Episode_0,7.03,A brief special where the girls pretend to be astronauts.,1,"Jun 8, 2005",,"['Comedy', 'CGDCT']"
Jahy-sama wa Kujikenai!,The Great Jahy Will Not Be Defeated!,https://myanimelist.net/anime/48753/Jahy-sama_wa_Kujikenai,7.03,"The great Jahy will not be defeated! Simultaneously combating starvation, the lack of A/C, and the unavoidable weakness of turning child-sized, Jahy—previously the second strongest being in the Dark Realm—is under great stress. If it weren't for the destruction of the mana crystal which used to power the Dark Realm, Jahy would still be living a life of power and luxury. 

And yet, at the moment, brawling with the landlady over rent is a recurring event for Jahy. Just to have a place to stay and food to eat, Jahy must work part-time. However, her immense pride will not allow her to live under such poor conditions for any longer than necessary. Vowing to reinstate the Dark Realm to its former glory, Jahy continues her journey to reassemble the mana crystal.

[Written by MAL Rewrite]",20,"Aug 1, 2021 to Dec 19, 2021",Summer 2021,"['Comedy', 'Supernatural', 'Shounen']"
Joker Game,,https://myanimelist.net/anime/31405/Joker_Game,7.03,"With World War II right around the corner, intelligence on other countries' social and economic situation has become a valuable asset. As a result, Japan has established a new spy organization known as the ""D Agency"" to obtain this weapon.

Under the command of Lieutenant Colonel Yuuki, eight agents have been assigned to infiltrate and observe some of the most powerful countries, reporting on any developments associated with the war. In order to carry out these dangerous tasks, these men have trained their bodies to survive in extreme conditions and studied numerous fields such as communications and languages. However, their greatest strength lies in their ability to manipulate people in order to obtain the information necessary to give their nation the upper hand.

[Written by MAL Rewrite]",12,"Apr 5, 2016 to Jun 21, 2016",Spring 2016,"['Drama', 'Mystery', 'Suspense', 'Historical', 'Military']"
Sousei no Aquarion OVA,,https://myanimelist.net/anime/2170/Sousei_no_Aquarion_OVA,7.03,"In a distant future there is an organization called Deava which had to fight against the so called ""Shadow Angels"", creatures that had survived for over 12,000 years whose only purpose was to destroy humanity. Apollo, a seemingly normal human, was in fact the reincarnation of a fallen Angel called Apollonius, who in turn had to fight against Touma, a Shadow Angel, along with his comrades in order to prevent the destruction of the Earth.

(Source: ANN)",2,"May 25, 2007 to Nov 22, 2007",,"['Action', 'Romance', 'Sci-Fi', 'Supernatural', 'Mecha', 'Super Power']"
Starship Operators,,https://myanimelist.net/anime/342/Starship_Operators,7.03,"For the 73rd class of cadets of the Defense University of the small planet Kibi, a shakedown cruise on the fleet's new starship ""Amaterasu"" is a fitting lead-up to graduation. As they are returning to their home planet, however, they are shocked to hear news of a declaration of war by the aggressive Kingdom against Kibi. When their planetary government surrenders without a struggle, the cadets decide to launch their own war, aboard the ""Amaterasu"". To gain funding, they make a deal with a galactic news network - and find themselves the ""stars"" of their own ""reality show"". Unfortunately, this is the kind of reality show that can get you killed... 

(Source: ANN)",13,"Jan 5, 2005 to Mar 30, 2005",Winter 2005,"['Drama', 'Sci-Fi', 'Military', 'Space']"
